Experiment,Orifice width,Aspect ratio,Expansion ratio,Normalized orifice length,Normalized water inlet,Normalized oil inlet,Flow rate ratio,Capillary corrected,Rate,Size,regime,Monodispersity
738,75,2.5,5,2.5,3.5,3.5,10,0.132,135.36,64.46,1,1.58
739,100,1,3,2,3.5,4,19,0.264,114.77,64.21,2,1.12
740,100,1,3,2,3.5,4,13,0.066,42.31,64.01,1,1.58
741,75,1.5,3,1.5,2.5,2.5,16,1.058,451.61,63.66,2,10.52
742,125,1,4,3,2.5,3.5,8,0.2,413.23,63.64,1,4.29
743,75,2,4,2,3,3,10,0.132,115.93,63.6,1,1.56
744,175,1,5.96,2.5,3.02,2.49,20,0.1,102.49,63.59,1,2.7
745,75,1.5,3,1.5,2.5,2.5,10,0.066,45.76,63.38,1,1.9
746,75,1.5,3,1.5,2.5,2.5,16,0.529,230.23,63.25,2,1.95
747,75,2,4,2,3,3,16,0.066,36.85,63.24,1,1.42
748,125,1,4,3,2.5,3.5,22,0.033,25.34,63.24,1,2.4
749,150,1.5,6,2,2,3.5,22,0.066,139.62,62.81,1,11.45
750,75,2.02,4.02,2.06,3.04,2.94,8,0.15,169.24,62.54,1,1.75
751,125,1,4,3,2.5,3.5,13,0.264,362.78,62.07,1,6.74
752,175,1,5.96,2.5,3.02,2.49,20,0.2,221.07,62.01,1,1.52
753,175,1,5.96,2.5,3.02,2.49,20,0.15,165.88,62,1,1.95
754,75,1,2,1,2,2,16,0.033,11.34,61.12,1,2.12
755,75,2,4,2,3,3,19,0.066,34.51,61.04,1,1.43
756,100,1,3,2,3.5,4,22,1.058,465.19,60.87,2,3.74
757,150,1,5,1.5,4,3,19,0.132,105.99,60.57,1,3.15
758,75,2.02,4.02,2.06,3.04,2.94,14,0.05,35.71,60.44,1,2.13
759,75,2.5,5,2.5,3.5,3.5,13,0.132,126.52,60.4,1,1.28
760,100,1.96,4.87,2.97,2,2.44,14,0.1,162.83,60.35,1,2.86
761,75,1.5,3,1.5,2.5,2.5,16,0.264,132.8,60.31,2,1.2
762,125,1,4,3,2.5,3.5,19,0.066,68.08,60.18,1,5.21
763,100,1.5,4,2.5,4,2,13,0.264,157.05,60.04,1,2.2
764,100,1,3,2,3.5,4,22,0.264,121.98,59.91,2,1.33
765,75,1,2,1,2,2,10,0.529,312.46,59.64,2,3.9
766,75,1,2,1,2,2,16,0.066,24.95,59.21,1,1.97
767,100,2,5,3,2,2.5,16,0.132,208.33,59.17,1,1.55
768,100,2,5,3,2,2.5,22,0.033,37.89,59.16,1,1.1
769,125,1,4,3,2.5,3.5,16,0.132,170.91,59.08,1,1.02
770,100,2,5,3,2,2.5,13,0.132,260.4,58.86,1,2.98
771,100,1.5,4,2.5,4,2,22,0.132,49.4,58.8,1,2.74
772,100,1.96,4.87,2.97,2,2.44,20,0.05,61.83,58.73,1,4.83
773,100,1,3,2,3.5,4,19,0.033,18.76,58.71,1,1.21
774,100,1,3,2,3.5,4,16,0.066,44.62,58.68,1,1.49
775,75,2.02,4.02,2.06,3.04,2.94,8,0.2,273.68,58.64,1,1.74
776,75,1.5,3,1.5,2.5,2.5,10,0.132,115.77,58.6,1,3.52
777,75,1,2,1,2,2,19,0.033,10.87,58.54,1,1.65
778,100,1.96,4.87,2.97,2,2.44,14,0.15,268.33,58.48,1,3.62
779,75,3,6,3,4,4,16,0.132,133.69,58.4,1,2.63
780,75,3,6,3,4,4,13,0.132,164.76,58.38,1,2.23
781,125,1,4,3,2.5,3.5,16,0.264,355.47,58.31,1,5.68
782,75,3,6,3,4,4,14,0.1,116.54,58.22,1,2.04
783,75,1.5,3,1.5,2.5,2.5,19,1.058,497.31,58.21,2,6.08
784,100,1.5,4,2.5,4,2,19,0.132,59.1,58.16,1,2.52
785,125,1,4,3,2.5,3.5,19,0.264,306.76,57.84,1,1.5
786,75,1.5,3,1.5,2.5,2.5,13,0.066,46.4,57.8,1,1.61
787,100,1.96,4.87,2.97,2,2.44,14,0.2,371.3,57.76,1,3.63
788,100,1,3,2,3.5,4,10,0.264,300.6,57.69,1,1.19
789,75,1.5,3,1.5,2.5,2.5,19,0.529,256.02,57.65,2,3.3
790,75,2,4,2,3,3,22,0.066,35.71,57.47,1,1.43
791,75,2,4,2,3,3,16,0.132,99.53,57.22,1,0.78
792,100,2,5,3,2,2.5,19,0.066,97.97,57.03,1,3.9
793,100,1,3,2,3.5,4,10,0.132,156.78,56.88,1,1.09
794,75,2.5,5,2.5,3.5,3.5,16,0.132,124.15,56.72,1,1.45
795,75,2,4,2,3,3,13,0.132,125.75,56.72,1,1
796,75,1,2.19,1,2.01,2.15,8,0.05,44.94,56.63,1,1.22
797,125,1,4,3,2.5,3.5,19,0.132,163.53,56.62,1,1.82
798,75,3,6,3,4,4,14,0.15,192.23,56.41,1,1.62
799,100,2,5,3,2,2.5,22,0.066,88.47,56.18,1,2.24
800,75,3,6,3,4,4,20,0.05,47.06,55.51,1,2.35
801,125,1,4,3,2.5,3.5,14,0.05,89.14,55.47,1,2.97
802,150,1,5,1.5,4,3,22,0.066,60.22,55.27,1,3.1
803,100,2,5,3,2,2.5,19,0.132,217.16,55.11,1,2.69
804,125,1,4,3,2.5,3.5,22,0.066,78.75,54.59,1,2.26
805,75,1.5,3,1.5,2.5,2.5,22,0.529,267.61,54.1,2,4.39
806,75,1.5,3,1.5,2.5,2.5,19,0.264,156.25,53.94,2,0.89
807,75,1,2,1,2,2,19,0.066,28.55,53.45,1,2.4
808,75,1.5,3,1.5,2.5,2.5,16,0.066,48.78,53.05,1,2.77
809,100,1,3,2,3.5,4,19,0.066,50.95,53.02,1,1.24
810,75,2.02,4.02,2.06,3.04,2.94,14,0.1,107.19,52.79,1,2.2
811,75,1.5,3,1.5,2.5,2.5,22,0.264,145.16,52.65,2,1.17
812,75,1.5,3,1.5,2.5,2.5,13,0.132,123.91,52.49,1,4.17
813,125,1,4,3,2.5,3.5,14,0.1,210.46,52.49,1,1.83
814,100,1,3,2,3.5,4,13,0.132,154.16,52.41,1,1.29
815,100,1,3,2,3.5,4,22,0.033,22.83,52.37,1,1.57
816,75,1,2,1,2,2,13,0.529,363.39,51.96,2,1.68
817,75,1,2,1,2,2,22,0.033,13.43,51.95,1,1.78
818,125,1,4,3,2.5,3.5,22,0.132,183.22,51.91,1,7.81
819,75,3,6,3,4,4,19,0.132,160.75,51.86,1,3.91
820,125,1,4,3,2.5,3.5,14,0.15,337.18,51.35,1,2.52
821,100,1.96,4.87,2.97,2,2.44,20,0.1,185.99,51.26,1,4.95
822,100,1.5,4,2.5,4,2,16,0.264,209.12,50.92,1,7.74
823,125,1,4,3,2.5,3.5,14,0.2,461.85,50.89,1,3.64
824,100,1.96,4.87,2.97,2,2.44,20,0.15,288.93,50.66,1,3.49
825,75,2,4,2,3,3,19,0.132,121.81,50.51,1,1.62
826,75,3,6,3,4,4,22,0.132,153.23,50.19,1,4.52
827,100,1,3,2,3.5,4,22,0.066,52.89,49.87,1,1.28
828,125,1,4,3,2.5,3.5,22,0.264,418.62,49.66,1,7.47
829,75,1,2,1,2,2,10,0.132,135.75,49.61,1,1.43
830,75,1.5,3,1.5,2.5,2.5,19,0.132,102.01,49.35,2,2.05
831,100,1,3,2,3.5,4,13,0.264,374.5,49.12,1,1.31
832,75,2.02,4.02,2.06,3.04,2.94,13,0.26,372.89,49.11,1,1.78
833,75,2.02,4.02,2.06,3.04,2.94,14,0.15,200.47,49.05,1,2.14
834,75,1,2,1,2,2,16,0.529,359.25,48.67,2,5.17
835,75,1.5,3,1.5,2.5,2.5,19,0.066,53.34,48.62,1,1.67
836,75,1,2.19,1,2.01,2.15,8,0.1,142.47,48.57,1,6.84
837,75,3,6,3,4,4,20,0.1,142.18,48.38,1,1.91
838,75,2.02,4.02,2.06,3.04,2.94,20,0.05,48.99,48.3,1,1.87
839,100,1,3,2,3.5,4,16,0.264,323.51,48.13,1,1.22
840,75,1.5,3,1.5,2.5,2.5,22,0.132,95.84,47.99,2,2.04
841,75,2.02,4.02,2.06,3.04,2.94,19.37,0.047,50.31,47.45,1,2.24
842,100,1.5,4,2.5,4,2,19,0.264,218.6,47.38,1,10.78
843,75,2.5,5,2.5,3.5,3.5,19,0.132,180.84,47.25,1,2.39
844,75,2,4,2,3,3,22,0.132,130.22,47.04,1,1.56
845,75,3,6,3,4,4,22,0.144,203.02,47.03,1,3.8
846,100,1,3,2,3.5,4,16,0.132,175.08,46.88,1,1.43
847,100,2,5,3,2,2.5,22,0.132,306.76,46.77,1,2.5
848,125,1,4,3,2.5,3.5,20,0.05,104.19,46.76,1,2.56
849,75,1,2,1,2,2,10,0.264,327.61,46.59,1,1.34
850,75,1.5,3,1.5,2.5,2.5,16,0.132,161.4,44.85,1,2.19
851,75,1,2,1,2,2,19,0.529,396.23,44.49,2,3.89
852,125,1,4,3,2.5,3.5,20,0.1,242.47,44.46,1,2.21
853,125,1,4,3,2.5,3.5,20,0.2,495.63,44.13,1,4.57
854,125,1,4,3,2.5,3.5,20,0.15,373.91,44.05,1,3.2
855,75,1,2,1,2,2,13,0.132,149.6,44,1,1.34
856,75,1,2.19,1,2.01,2.15,14,0.05,54.85,43.97,1,1.56
857,75,1,2.19,1,2.01,2.15,8,0.15,292.62,43.74,1,4.19
858,75,2.02,4.02,2.06,3.04,2.94,14,0.2,381.39,43.57,1,2.02
859,75,1.5,3,1.5,2.5,2.5,22,0.066,64.06,43.56,1,3.42
860,75,1,2,1,2,2,22,0.066,46.4,43.3,1,1.89
861,75,2.02,4.02,2.06,3.04,2.94,20,0.1,139.53,42.93,1,2.59
862,75,1,2,1,2,2,13,0.264,348.12,41.84,1,1.81
863,75,1,2.19,1,2.01,2.15,8,0.2,453.02,41.61,1,2.37
864,100,1,3,2,3.5,4,19,0.132,215.2,41.33,1,1.53
865,75,2.02,4.02,2.06,3.04,2.94,20,0.2,316.77,41.15,1,1.49
866,75,1,2,1,2,2,22,0.529,497.65,39.27,2,2.62
867,75,1,2,1,2,2,16,0.264,353.06,38.86,1,1.59
868,75,2.02,4.02,2.06,3.04,2.94,20,0.15,313.88,37.51,1,3.49
869,100,1,3,2,3.5,4,22,0.132,260.07,36.95,1,0.99
870,75,1,2.19,1,2.01,2.15,14,0.1,195.98,36.24,1,2.01
871,75,1,2,1,2,2,16,0.132,220.13,36.1,1,1.38
872,75,1,2,1,2,2,19,0.264,377.1,35.9,1,1.34
873,75,1,2.19,1,2.01,2.15,20,0.05,74.24,35.29,1,2.84
874,75,1,2,1,2,2,19,0.132,221.77,34.01,1,2.43
875,75,1,2.19,1,2.01,2.15,14,0.15,367,33.65,1,6.24
876,75,1,2,1,2,2,22,0.264,475.45,31.64,1,2.07
877,75,1,2,1,2,2,22,0.132,295.26,29.44,1,2.21
878,75,1,2.19,1,2.01,2.15,20,0.1,256.82,29.4,1,9.08
879,75,1,2.19,1,2.01,2.15,20,0.15,425.03,28.45,1,4.46
880,75,1,2.19,1,2.01,2.15,22,0.178,476.59,28.11,1,2.22
881,75,1.253690988,2.18651821,1.153998739,2.041811185,2.281945242,22,0.242474858,304.9283807,39.34399717,2,1.769326791
882,75,2.999434865,5.885792798,2.999981744,3.998201337,3.976055455,20.96348771,0.166720571,30.20730503,94.48617909,2,2.923698959
883,100,2.998118492,2.001855995,1.5,3.000964272,3.500983081,19.01407164,0.074108306,65.64337035,73.95377562,1,5.683323917
884,125,1.133846581,4.104441538,3,2.551043011,3.550103437,6.390758847,0.050698895,60.65088757,85.57289048,1,1.644676033
885,100,1.988997389,4.967420955,2.999999409,2.005715564,2.49205898,13.02193868,1.052566941,258.5914298,117.2838806,2,3.916934609
886,125,2.494597918,5.996703776,1.27435151,3.736411161,2.064123078,19.12431467,0.528766709,44.88188976,142.9715619,2,3.06825578
887,150,2.51072006,3,2.99999952,2.99469775,2.000000102,9.919498818,0.528767786,86.5064695,172.9682205,2,1.590263176
888,175,1.074674909,5.999992555,2.424421547,3.000308385,2.427695033,9.441822058,1.057534257,45.89735208,239.0679302,2,2.711101099
